,DateTime,City,Country,Operator,Type,Company,Aboard,Fatalities,Ground,Flight Type,Phase,Cause,Summary,Year,Month,Day,Survivors,%Survivors
39,1920-10-02 00:00:00,Off Port Vendres, France,LATECOERE AIRLINES,Salmson 2-A-2,Salmson,2.0,2.0,0.0,passenger,unknown,unknown,,1920,October,Saturday,0.0,0.0
40,1920-10-05 00:00:00,Valencia, Spain,LATECOERE AIRLINES,Breguet 14,Breguet,2.0,2.0,0.0,passenger,While landing,unknown,crashed while landing.,1920,October,Tuesday,0.0,0.0
41,1920-10-15 00:00:00,Batavia, Illinois,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1920,October,Friday,0.0,0.0
42,1920-11-07 00:00:00,Tie Siding, Wyoming,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1920,November,Sunday,0.0,0.0
43,1920-12-14 00:00:00,Cricklewood, England,HANDLEY PAGE TRANSPORT,Handley Page HP-16,Handley,8.0,4.0,0.0,cargo,unknown,Weather conditions,crashed into a tree on take off in fog.,1920,December,Tuesday,4.0,50.0
44,1920-12-24 00:00:00,Barcelona, Spain,AEROPOSTALE,Breguet 14,Breguet,1.0,1.0,0.0,passenger,unknown,unknown,,1920,December,Friday,0.0,0.0
45,1921-02-03 00:00:00,Mendotta, Minnisota,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1921,February,Thursday,0.0,0.0
46,1921-02-09 00:00:00,La Crosse, Wisconsin,US AERIAL MAIL SERVICE,Junkers F-13,Junkers,3.0,3.0,0.0,cargo,unknown,unknown,,1921,February,Wednesday,0.0,0.0
47,1921-02-15 00:00:00,Off Gibraltar,,AEROPOSTALE,Breguet 14,Breguet,2.0,2.0,0.0,passenger,unknown,unknown,,1921,February,Tuesday,0.0,0.0
48,1921-02-22 00:00:00,Elko, Nevada,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1921,February,Tuesday,0.0,0.0
49,1921-04-06 00:00:00,Point Cook, Australia,MILITARY - ROYAL AUSTRALIAN AIR FORCE,,,2.0,1.0,0.0,military,unknown,unknown,,1921,April,Wednesday,1.0,50.0
50,1921-04-21 00:00:00,Mitchel Field, NY,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1921,April,Thursday,0.0,0.0
51,1921-04-29 00:00:00,Cleveland, Ohio,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1921,April,Friday,0.0,0.0
52,1921-05-17 00:00:00,Rock Springs, Wyoming,US AERIAL MAIL SERVICE,,,1.0,1.0,0.0,cargo,unknown,unknown,,1921,May,Tuesday,0.0,0.0
53,1921-07-16 00:00:00,San Francisco, California,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1921,July,Saturday,0.0,0.0
54,1921-08-14 00:00:00,Toulouse, France,AEROPOSTALE,Breguet 14,Breguet,2.0,2.0,0.0,passenger,unknown,unknown,,1921,August,Sunday,0.0,0.0
55,1921-08-24 17:40:00,River Humber, England,MILITARY - ROYAL AIRSHIP WORKS,Royal Airship Works ZR-2 (airship),Royal,46.0,46.0,1.0,military,unknown,Fire,crashed due to structural failure followed by two explosions and a fire. attributed to faulty design.,1921,August,Wednesday,0.0,0.0
56,1921-09-06 00:00:00,Paris, France,FRANCO-ROUMAINE,Potez IX,Potez,5.0,5.0,0.0,passenger,unknown,unknown,crashed while making an approach to le bourget airport in paris.,1921,September,Tuesday,0.0,0.0
57,1921-12-05 00:00:00,Near Murchinson River, Australia,WEST AUSTRALIAN AIRWAYS,Bristol 28 Tourer,Bristol,3.0,3.0,0.0,passenger,unknown,unknown,,1921,December,Monday,0.0,0.0
58,1922-01-14 00:00:00,Paris, France,HANDLEY PAGE TRANSPORT,Handley Page O/10,Handley,5.0,5.0,5.0,cargo,unknown,unknown,crashed at le bourget field.,1922,January,Saturday,0.0,0.0
59,1922-02-21 00:00:00,Near Norfolk, Virginia,MILITARY - U.S. ARMY AIR SERVICE,Dirigible Roma (airship),Dirigible,45.0,34.0,0.0,cargo,unknown,unknown,crashed from a height of 500 ft. after experiencing control problems cause by malfunctioning controls.,1922,February,Tuesday,11.0,24.444444444444443
60,1922-04-07 00:00:00,Grandvilliers, France,DAIMLER AIRWAYS / GRANDS EXPRESS AERIENS,de Havilland DH-18 / Farman F-60 Goliath,Havilland,7.0,7.0,0.0,cargo,While landing,unknown,"a midair collision occurred in poor visibility approximately 18 miles north of beauvais, france. this was the  first commercial midair collision in aviation history. two killed on the de havilland, five on the faman f-60.",1922,April,Friday,0.0,0.0
61,1922-04-08 00:00:00,Pao Ting Fou, China,,,,17.0,17.0,0.0,passenger,unknown,unknown,all seventeen aboard were chinese nationals.,1922,April,Saturday,0.0,0.0
62,1922-04-13 00:00:00,Brooklands, England,VICKERS,Vickers Viking,Vickers,3.0,3.0,0.0,passenger,unknown,unknown,,1922,April,Thursday,0.0,0.0
63,1925-10-01 00:00:00,Nittany Mt, Ohio,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1925,October,Thursday,0.0,0.0
64,1922-06-03 00:00:00,Off Folkestone, Kent,CIE DES MESSAGERIES AERIENNES,Bleriot Spad 27,Bleriot,3.0,3.0,0.0,passenger,unknown,unknown,,1922,June,Saturday,0.0,0.0
65,1922-07-26 00:00:00,Cadix, Spain,GRANDS EXPRESS AERIENS,Breguet 14,Breguet,3.0,3.0,0.0,cargo,unknown,unknown,,1922,July,Wednesday,0.0,0.0
66,1922-09-07 00:00:00,Indianapolis, Indiana,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1922,September,Thursday,0.0,0.0
67,1922-10-02 00:00:00,Venice, Italy,,de Havilland DH-9,Havilland,4.0,4.0,0.0,passenger,unknown,unknown,,1922,October,Monday,0.0,0.0
68,1922-10-25 00:00:00,Larache, Morocco,GRANDS EXPRESS AERIENS,Breguet 14,Breguet,2.0,2.0,0.0,cargo,unknown,unknown,,1922,October,Wednesday,0.0,0.0
69,1922-12-03 00:00:00,Fez, Morocco,GRANDS EXPRESS AERIENS,Breguet 14,Breguet,1.0,1.0,0.0,cargo,unknown,unknown,,1922,December,Sunday,0.0,0.0
70,1923-01-10 00:00:00,Ajaccio, France,AMEE DE L'AIR,Lioré-et-Olivier H-13,Lioré-et-Olivier,4.0,3.0,0.0,passenger,unknown,unknown,,1923,January,Wednesday,1.0,25.0
71,1923-01-17 00:00:00,Barcelona, Spain,GRANDS EXPRESS AERIENS,Breguet 14,Breguet,1.0,1.0,0.0,cargo,unknown,unknown,,1923,January,Wednesday,0.0,0.0
72,1923-01-18 00:00:00,Cheyenne, Wyoming,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1923,January,Thursday,0.0,0.0
73,1923-02-26 00:00:00,Meadville, Pennsylvania,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1923,February,Monday,0.0,0.0
74,1923-05-14 00:00:00,Monsures, France,GRANDS EXPRESS AERIENS,Farman F-60 Goliath,Farman,6.0,6.0,0.0,cargo,unknown,unknown,,1923,May,Monday,0.0,0.0
75,1923-08-27 00:00:00,Bucharest, Romania,CAMPAGNIE FRANCE ROUMAINE,Blériot Spad 46,Blériot,2.0,2.0,0.0,passenger,unknown,unknown,,1923,August,Monday,0.0,0.0
76,1923-09-07 00:00:00,Colton, Ohio,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1923,September,Friday,0.0,0.0
77,1923-09-14 00:00:00,Berks, England,DAIMLER AIRWAYS,de Havilland DH-34,Havilland,6.0,6.0,0.0,passenger,unknown,unknown,,1923,September,Friday,0.0,0.0
78,1923-11-18 00:00:00,Russia,,CCCP,Junkers F-13,Junkers,4.0,2.0,0.0,passenger,unknown,unknown,,1923,November,Sunday,2.0,50.0
79,1923-12-06 00:00:00,Castalia, Ohio,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1923,December,Thursday,0.0,0.0
80,1923-12-23 02:30:00,Over the Mediterranean Sea,,MILITARY - FRENCH NAVY,Zeppelin Dixmunde (airship),Zeppelin,52.0,52.0,0.0,military,unknown,Weather conditions,"crashed while on a flight from toulon, france to algiers, algeria.  the last known radio contact reported the ship nearly out of fuel and battling strong winds.  struck by lightning.",1923,December,Sunday,0.0,0.0
81,1923-12-24 00:00:00,Egbert, WY,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1923,December,Monday,0.0,0.0
82,1924-03-07 00:00:00,Grampian, Pennsylvania,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1924,March,Friday,0.0,0.0
83,1924-04-24 00:00:00,Over the English Channel,,KLM ROYAL DUTCH AIRLINES,Fokker F.III,Fokker,3.0,3.0,0.0,passenger,unknown,unknown,,1924,April,Thursday,0.0,0.0
84,1924-06-08 00:00:00,Barranquilla, Colombia,SCADTA,Junkers F-13,Junkers,3.0,3.0,0.0,passenger,unknown,unknown,,1924,June,Sunday,0.0,0.0
85,1924-08-01 00:00:00,United States,,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1924,August,Friday,0.0,0.0
86,1924-11-06 00:00:00,Cabrerolles, France,GRANDS EXPRESS AERIENS,,,1.0,1.0,0.0,cargo,unknown,unknown,,1924,November,Thursday,0.0,0.0
87,1924-12-21 00:00:00,Goshen, Indiana,US AERIAL MAIL SERVICE,De Havilland DH-4,Havilland,1.0,1.0,0.0,cargo,unknown,unknown,,1924,December,Sunday,0.0,0.0
88,1924-12-24 00:00:00,Purley, England,IMPERIAL AIRWAYS,de Havilland DH-34B,Havilland,8.0,8.0,0.0,passenger,While landing,unknown,"shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. fuel starvation. captain stewart and seven passengers were killed in an attempted forced landing.",1924,December,Wednesday,0.0,0.0
89,1925-03-22 00:00:00,Near Tiflies, Georgia,ZAKAVIA,Junkers F-13,Junkers,5.0,5.0,0.0,passenger,unknown,unknown,,1925,March,Sunday,0.0,0.0
90,1925-04-25 00:00:00,Alicante, Spain,GRANDS EXPRESS AERIENS,Breguet 14,Breguet,4.0,4.0,0.0,cargo,unknown,unknown,,1925,April,Saturday,0.0,0.0
91,1925-05-25 00:00:00,Alicante, Spain,LIGNES AERIENNES LATECOERE,Breguet 14,Breguet,2.0,2.0,0.0,passenger,unknown,unknown,,1925,May,Monday,0.0,0.0
92,1925-06-25 00:00:00,Landrécies, France,KLM ROYAL DUTCH AIRLINES,Fokker (KLM)  F.III,Fokker,4.0,4.0,0.0,passenger,unknown,Weather conditions,crashed in poor weather.,1925,June,Thursday,0.0,0.0
93,1925-06-26 00:00:00,Alicante, Spain,GRANDS EXPRESS AERIENS,Lioré-et-Olivier H-13,Lioré-et-Olivier,2.0,2.0,0.0,cargo,unknown,unknown,,1925,June,Friday,0.0,0.0
94,1925-07-20 00:00:00,Rosas, Spain,LIGNES AERIENNES LATECOERE,Breguet 14,Breguet,1.0,1.0,0.0,passenger,unknown,unknown,,1925,July,Monday,0.0,0.0
95,1925-07-24 00:00:00,Budapest, Hungary,CIDNA,Potez IX,Potez,1.0,1.0,0.0,passenger,unknown,unknown,,1925,July,Friday,0.0,0.0
96,1925-09-03 05:30:00,Caldwell, Ohio,MILITARY - U.S. NAVY,Dirigible ZR-1 Shenandoah (airship),Dirigible,43.0,14.0,0.0,military,unknown,Weather conditions,"the shenandoah was flying over southern ohio when she abruptly encountered violent atmosphericonditions (thunderstorms). powerful air currents buffeted her so severely that her crew was unable to maintain control. rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. the stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon.",1925,September,Thursday,29.0,67.44186046511628
97,1925-09-07 00:00:00,Toul, France,CIDNA,,,3.0,3.0,0.0,passenger,unknown,unknown,,1925,September,Monday,0.0,0.0
98,1925-11-14 00:00:00,Off Boulogne-sur-Mer, France,AIR UNION,Farman F-60 Goliath,Farman,2.0,2.0,0.0,passenger,unknown,unknown,,1925,November,Saturday,0.0,0.0
99,1926-02-12 00:00:00,Montpelier, Ohio,US AERIAL MAIL SERVICE,Curtiss Carrier Pigeon,Curtiss,1.0,1.0,0.0,cargo,unknown,unknown,,1926,February,Friday,0.0,0.0
100,1926-03-08 00:00:00,Staaken, Germany,DEUTCHE LUFTHANSA,Junkers F-13,Junkers,1.0,1.0,0.0,passenger,unknown,unknown,,1926,March,Monday,0.0,0.0
101,1926-05-31 00:00:00,English Channel,,AIR UNION,Breguet 14,Breguet,1.0,1.0,0.0,passenger,unknown,unknown,,1926,May,Monday,0.0,0.0
102,1926-07-03 00:00:00,Rossaugpt, Czechoslovakia,COMPAGNIE INTERNATIONALE DE NAVIGATION AÉRIENNE,Caudron C-61,Caudron,7.0,7.0,0.0,passenger,While en route,unknown,crashed while en route.,1926,July,Saturday,0.0,0.0
103,1926-07-09 00:00:00,Wolvertem, Belgium,KLM ROYAL DUTCH AIRLINES,Fokker F-4,Fokker,2.0,2.0,0.0,passenger,unknown,unknown,,1926,July,Friday,0.0,0.0
104,1926-07-24 00:00:00,Juist, Germany,DEUTSCHE LUFTHANSA,Junkers F-13,Junkers,4.0,4.0,0.0,passenger,unknown,Weather conditions,weather related.,1926,July,Saturday,0.0,0.0
105,1926-08-18 00:00:00,Hurst, Kent,AIR UNION,Bleriot 155,Bleriot,4.0,4.0,0.0,passenger,unknown,Weather conditions,crashed in adverse weather conditions.  engine failure.,1926,August,Wednesday,0.0,0.0
106,1926-09-26 00:00:00,New York, New York,,Sikorsky S-25,Sikorsky,5.0,2.0,0.0,passenger,While landing,unknown,too much weight caused the landing gear to collapse as the plane took off for paris on the first trans-atlantipassenger flight.,1926,September,Sunday,3.0,60.0
107,1926-10-08 00:00:00,Bueren, Germany,DEUTSCHE LUFTHANSA,Fokker FG III,Fokker,4.0,4.0,0.0,passenger,unknown,Weather conditions,weather related.,1926,October,Friday,0.0,0.0
108,1926-10-21 13:15:00,English Channel,,IMPERIAL AIRWAYS,Handley Page W-10,Handley,12.0,0.0,0.0,passenger,unknown,Pilot error,"the plane was on a flight from london to paris when power was lost to the starboard engine. the aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the english coast. the plane stayed afloat long enough for the fishing boat invicta, piloted by captain marshall, to rescue all aboard. the plane was named prince henry.",1926,October,Thursday,12.0,100.0
109,1926-11-11 00:00:00,Cape Bojador, Morocco,GRANDS EXPRESS AERIENS,Breguet 14,Breguet,3.0,3.0,0.0,cargo,unknown,unknown,,1926,November,Thursday,0.0,0.0
110,1926-12-16 00:00:00,Medford, Oregon,PACIFIAIR TRANSPORT,Ryan M-1,Ryan,1.0,1.0,0.0,cargo,unknown,unknown,,1926,December,Thursday,0.0,0.0
111,1927-01-12 00:00:00,Lille, France,KLM ROYAL DUTCH AIRLINES,Fokker F-VII,Fokker,2.0,2.0,0.0,passenger,unknown,unknown,,1927,January,Wednesday,0.0,0.0
112,1927-03-20 00:00:00,Rabat, Morocco,GRANDS EXPRESS AERIENS,Breguet 14,Breguet,1.0,1.0,0.0,cargo,unknown,unknown,,1927,March,Sunday,0.0,0.0
113,1927-03-24 00:00:00,Tambo, Qld,QANTAS,de Havilland DH-9C,Havilland,3.0,3.0,0.0,passenger,While landing,unknown,stalled at low altitiude on approach to land,1927,March,Thursday,0.0,0.0
114,1927-04-15 00:00:00,King Hill, Idaho,VARNEY AIR LINES,,,1.0,1.0,0.0,passenger,unknown,Engine failure,crashed after an unsuccessful attempt at fly into strong headwinds. the engine quit and the plane nosedived into the ground.,1927,April,Friday,0.0,0.0
115,1927-04-22 00:00:00,Goshen, Indiana,US AERIAL MAIL SERVICE,Douglas M-4,Douglas,1.0,1.0,0.0,cargo,unknown,unknown,,1927,April,Friday,0.0,0.0
116,1927-04-22 00:00:00,Floh, Germany,DEUTSCHE LUFTHANSA,Fokker FG III,Fokker,2.0,2.0,0.0,passenger,unknown,Engine failure,engine failure.,1927,April,Friday,0.0,0.0
117,1927-05-02 00:00:00,Algiers, Algeria,AIR UNION,SPCA Meteore 63,SPCA,3.0,1.0,0.0,passenger,unknown,unknown,,1927,May,Monday,2.0,66.66666666666666
118,1927-07-27 00:00:00,Amoneburg, Germany,DEUTSCHE LUFTHANSA,Junkers F-13,Junkers,5.0,5.0,0.0,passenger,unknown,Engine failure,engine failure.,1927,July,Wednesday,0.0,0.0
119,1927-08-22 08:30:00,Sevenoaks, England,KLM ROYAL DUTCH AIRLINES,Fokker F-VIII,Fokker,11.0,1.0,0.0,passenger,While landing,Engine failure,"a broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer.",1927,August,Monday,10.0,90.9090909090909
120,1927-09-03 00:00:00,Willington, Connecticut,COLONIAL AIR TRANSPORT,Fokker Universal,Fokker,1.0,1.0,0.0,cargo,unknown,unknown,,1927,September,Saturday,0.0,0.0
121,1927-09-17 00:00:00,Hadley, New Jersey,REYNOLDS AIRWAYS,Fokker F-VII,Fokker,12.0,7.0,0.0,passenger,unknown,Pilot error,the sightseeing plane took off and rose to 400 ft. when the engine failed.  the plane stalled and plunged to the ground in an apple orchard. engine failure. the pilot was not familiar with the type of aircraft.,1927,September,Saturday,5.0,41.66666666666667
122,1927-09-22 00:00:00,Saale, Germany,DEUTSCHE LUFTHANSA,BFW M-18,BFW,4.0,2.0,0.0,passenger,unknown,Engine failure,engine failure.,1927,September,Thursday,2.0,50.0
